1.6000,0.0000,0
2.0400,0.0000,1
1.8200,0.0000,2
1.9000,0.0000,3
2.1800,0.0000,4
1.9700,0.0000,5
1.9000,0.0000,6
1.9700,0.0000,7
2.1100,0.0000,8
2.1100,0.0000,9
2.1800,0.0000,10
2.2600,0.0000,11
2.2600,0.0000,12
2.3200,0.0000,13
2.2600,0.0000,14
2.2600,0.0000,15
2.1800,0.0000,16
2.2600,0.0000,17
2.2600,0.0000,18
2.3200,0.0000,19
2.7300,0.0000,20
2.5300,0.0000,21
2.5300,0.0000,22
2.5300,0.0000,23
2.4600,0.0000,24
2.5300,0.0000,25
2.5300,0.0000,26
2.8600,0.0000,27
2.5300,0.0000,28
2.6000,0.0000,29
2.6600,0.0000,30
2.7900,0.0000,31
2.7300,0.0000,32
2.7300,0.0000,33
2.7900,0.0000,34
3.0400,0.0000,35
2.7900,0.0000,36
3.0400,0.0000,37
3.1000,0.0000,38
3.2200,0.0000,39
3.4000,0.0000,40
3.5100,0.0000,41
3.5100,0.0000,42
3.3400,0.0000,43
3.2800,0.0000,44
3.2200,0.0000,45
3.2800,0.0000,46
2.7900,0.0000,47
2.0400,0.0000,48
-0.4800,-0.0000,49
-8.8900,-0.0000,50
-2.7000,-0.0000,51

1.6692,0.0525,0
1.8991,0.0597,1
2.0390,0.0641,2
2.2589,0.0710,3
1.8991,0.0597,4
1.9690,0.0619,5
2.1090,0.0663,6
2.2589,0.0710,7
2.2589,0.0710,8
2.2589,0.0710,9
2.4588,0.0773,10
2.1789,0.0685,11
2.2589,0.0710,12
2.2589,0.0710,13
2.3189,0.0729,14
2.2589,0.0710,15
2.2589,0.0710,16
2.3189,0.0729,17
2.3888,0.0751,18
2.4588,0.0773,19
2.4588,0.0773,20
2.5288,0.0795,21
2.5288,0.0795,22
2.5288,0.0795,23
2.5288,0.0795,24
2.8586,0.0898,25
2.4588,0.0773,26
2.7886,0.0876,27
2.5987,0.0817,28
2.6587,0.0836,29
2.6587,0.0836,30
2.7287,0.0858,31
2.7886,0.0876,32
2.7886,0.0876,33
2.9785,0.0936,34
3.0985,0.0974,35
2.9186,0.0917,36
3.0385,0.0955,37
3.0385,0.0955,38
3.2784,0.1030,39
3.2184,0.1011,40
3.4583,0.1087,41
3.2784,0.1030,42
3.3384,0.1049,43
3.6182,0.1137,44
3.2784,0.1030,45
3.5083,0.1103,46
2.7886,0.0876,47
1.9690,0.0619,48
-0.3798,-0.0119,49
-9.7052,-0.3050,50
-2.2389,-0.0704,51

1.9661,0.1237,0
1.8963,0.1193,1
1.8963,0.1193,2
1.9661,0.1237,3
1.8963,0.1193,4
2.0360,0.1281,5
2.1757,0.1369,6
2.2555,0.1419,7
2.2555,0.1419,8
2.2555,0.1419,9
2.3853,0.1501,10
2.2555,0.1419,11
2.2555,0.1419,12
2.2555,0.1419,13
2.2555,0.1419,14
2.2555,0.1419,15
2.2555,0.1419,16
2.4551,0.1545,17
2.5250,0.1589,18
2.5250,0.1589,19
2.8544,0.1796,20
2.5250,0.1589,21
2.7845,0.1752,22
2.5250,0.1589,23
2.5250,0.1589,24
2.5250,0.1589,25
2.4551,0.1545,26
2.6548,0.1670,27
2.8544,0.1796,28
2.7246,0.1714,29
2.7246,0.1714,30
2.7845,0.1752,31
2.8544,0.1796,32
2.8544,0.1796,33
2.9142,0.1833,34
2.7845,0.1752,35
2.7845,0.1752,36
3.0340,0.1909,37
3.2735,0.2060,38
3.2136,0.2022,39
3.2735,0.2060,40
3.2735,0.2060,41
3.2735,0.2060,42
3.2136,0.2022,43
3.2136,0.2022,44
3.5630,0.2242,45
3.2735,0.2060,46
2.9741,0.1871,47
2.1757,0.1369,48
-0.3793,-0.0239,49
-9.8605,-0.6204,50
-2.1258,-0.1337,51

2.0309,0.1920,0
1.9613,0.1854,1
1.8916,0.1788,2
2.1703,0.2052,3
2.0309,0.1920,4
2.1703,0.2052,5
2.2500,0.2127,6
2.2500,0.2127,7
2.2500,0.2127,8
2.2500,0.2127,9
2.1703,0.2052,10
2.2500,0.2127,11
2.2500,0.2127,12
2.3097,0.2183,13
2.2500,0.2127,14
2.3097,0.2183,15
2.5188,0.2381,16
2.4491,0.2315,17
2.4491,0.2315,18
2.5188,0.2381,19
2.5188,0.2381,20
2.5188,0.2381,21
2.7776,0.2626,22
2.5188,0.2381,23
2.5188,0.2381,24
2.4491,0.2315,25
2.5188,0.2381,26
2.5885,0.2447,27
2.7179,0.2569,28
2.6482,0.2503,29
2.7179,0.2569,30
2.7776,0.2626,31
3.0862,0.2917,32
2.7776,0.2626,33
2.7776,0.2626,34
2.7776,0.2626,35
2.7776,0.2626,36
2.8473,0.2691,37
3.2654,0.3087,38
3.2654,0.3087,39
3.2057,0.3030,40
3.2654,0.3087,41
3.6039,0.3407,42
3.2057,0.3030,43
3.2057,0.3030,44
3.2057,0.3030,45
3.2654,0.3087,46
3.0265,0.2861,47
2.2500,0.2127,48
-0.3783,-0.0358,49
-10.6824,-1.0098,50
-2.0110,-0.1901,51

2.0934,0.2645,0
1.9545,0.2469,1
1.9545,0.2469,2
2.0934,0.2645,3
2.0934,0.2645,4
2.2422,0.2833,5
2.1628,0.2732,6
2.2422,0.2833,7
2.2422,0.2833,8
2.1628,0.2732,9
2.2422,0.2833,10
2.2422,0.2833,11
2.2422,0.2833,12
2.2422,0.2833,13
2.3017,0.2908,14
2.2422,0.2833,15
2.7085,0.3422,16
2.5101,0.3171,17
2.7680,0.3497,18
2.5101,0.3171,19
2.8374,0.3585,20
2.5101,0.3171,21
2.5101,0.3171,22
2.8970,0.3660,23
2.5101,0.3171,24
2.5795,0.3259,25
2.7680,0.3497,26
2.5795,0.3259,27
2.5101,0.3171,28
2.6390,0.3334,29
2.6390,0.3334,30
3.0160,0.3810,31
2.9565,0.3735,32
2.7680,0.3497,33
2.8970,0.3660,34
2.8374,0.3585,35
2.8374,0.3585,36
3.0160,0.3810,37
3.1351,0.3961,38
3.5418,0.4474,39
3.4823,0.4399,40
3.3732,0.4261,41
3.3732,0.4261,42
3.2541,0.4111,43
3.4823,0.4399,44
3.2541,0.4111,45
3.2541,0.4111,46
2.7680,0.3497,47
2.1628,0.2732,48
0.2679,0.0338,49
-10.4767,-1.3235,50
-1.5775,-0.1993,51

2.2914,0.3629,0
2.2322,0.3535,1
2.2914,0.3629,2
2.1532,0.3410,3
2.0840,0.3301,4
2.2322,0.3535,5
2.2914,0.3629,6
2.2322,0.3535,7
2.2322,0.3535,8
2.2914,0.3629,9
2.2322,0.3535,10
2.2322,0.3535,11
2.2322,0.3535,12
2.2322,0.3535,13
2.2914,0.3629,14
2.4297,0.3848,15
2.6964,0.4271,16
2.5680,0.4067,17
2.7557,0.4365,18
2.4297,0.3848,19
2.4989,0.3958,20
2.8248,0.4474,21
2.4989,0.3958,22
2.5680,0.4067,23
2.4989,0.3958,24
2.6273,0.4161,25
2.4989,0.3958,26
2.6273,0.4161,27
2.6273,0.4161,28
2.6964,0.4271,29
2.9433,0.4662,30
2.7557,0.4365,31
2.7557,0.4365,32
2.7557,0.4365,33
2.9433,0.4662,34
2.8840,0.4568,35
2.9433,0.4662,36
3.0026,0.4756,37
3.2396,0.5131,38
3.3581,0.5319,39
3.4174,0.5413,40
3.2396,0.5131,41
3.1804,0.5037,42
3.2396,0.5131,43
3.2396,0.5131,44
3.2396,0.5131,45
3.2396,0.5131,46
3.0026,0.4756,47
2.1532,0.3410,48
0.1778,0.0282,49
-10.2621,-1.6254,50
-1.1556,-0.1830,51

2.3477,0.4478,0
2.4164,0.4610,1
2.2789,0.4347,2
2.2200,0.4235,3
2.2200,0.4235,4
2.2200,0.4235,5
2.2200,0.4235,6
2.2200,0.4235,7
2.2200,0.4235,8
2.4164,0.4610,9
2.2200,0.4235,10
2.2200,0.4235,11
2.2200,0.4235,12
2.2789,0.4347,13
2.2789,0.4347,14
2.4164,0.4610,15
2.4852,0.4741,16
2.7406,0.5228,17
2.4852,0.4741,18
2.8093,0.5359,19
2.4852,0.4741,20
2.4852,0.4741,21
2.6816,0.5116,22
2.5539,0.4872,23
2.6816,0.5116,24
2.5539,0.4872,25
2.6129,0.4984,26
2.6129,0.4984,27
2.7406,0.5228,28
2.6816,0.5116,29
2.7406,0.5228,30
2.7406,0.5228,31
2.7406,0.5228,32
2.9862,0.5696,33
2.8093,0.5359,34
2.8093,0.5359,35
2.9272,0.5584,36
2.9862,0.5696,37
3.1630,0.6034,38
3.2219,0.6146,39
3.2219,0.6146,40
3.2219,0.6146,41
3.1630,0.6034,42
3.2219,0.6146,43
3.2219,0.6146,44
3.2219,0.6146,45
3.2219,0.6146,46
2.9862,0.5696,47
2.1414,0.4085,48
-0.0098,-0.0019,49
-9.0567,-1.7277,50
-1.5618,-0.2979,51

1.9909,0.4450,0
2.2056,0.4930,1
2.2056,0.4930,2
2.2056,0.4930,3
2.2056,0.4930,4
2.2056,0.4930,5
2.2056,0.4930,6
2.2056,0.4930,7
2.2056,0.4930,8
2.2641,0.5061,9
2.2056,0.4930,10
2.2056,0.4930,11
2.2641,0.5061,12
2.2056,0.4930,13
2.4008,0.5366,14
2.3324,0.5214,15
2.4691,0.5519,16
2.4008,0.5366,17
2.4008,0.5366,18
2.4008,0.5366,19
2.4691,0.5519,20
2.4691,0.5519,21
2.4691,0.5519,22
2.5374,0.5672,23
2.7911,0.6239,24
2.9668,0.6632,25
2.7228,0.6086,26
2.7228,0.6086,27
2.7228,0.6086,28
2.7228,0.6086,29
2.7228,0.6086,30
2.8497,0.6370,31
2.7911,0.6239,32
3.0253,0.6762,33
2.7228,0.6086,34
3.0839,0.6893,35
2.7911,0.6239,36
2.9082,0.6501,37
3.1425,0.7024,38
3.2010,0.7155,39
3.1425,0.7024,40
3.2010,0.7155,41
3.4255,0.7657,42
3.2010,0.7155,43
3.1425,0.7024,44
3.2010,0.7155,45
3.1425,0.7024,46
2.9082,0.6501,47
2.1275,0.4756,48
-0.0098,-0.0022,49
-10.3057,-2.3036,50
-1.4444,-0.3229,51

1.9081,0.4899,0
2.1890,0.5620,1
2.1115,0.5421,2
2.1890,0.5620,3
2.1890,0.5620,4
2.1890,0.5620,5
2.1890,0.5620,6
2.1890,0.5620,7
2.4505,0.6292,8
2.2471,0.5770,9
2.1890,0.5620,10
2.1890,0.5620,11
2.1890,0.5620,12
2.2471,0.5770,13
2.7023,0.6938,14
2.4505,0.6292,15
2.7701,0.7113,16
2.3827,0.6118,17
2.4505,0.6292,18
2.4505,0.6292,19
2.4505,0.6292,20
2.7023,0.6938,21
2.5183,0.6466,22
2.5183,0.6466,23
2.8864,0.7411,24
2.6442,0.6789,25
2.7023,0.6938,26
2.7023,0.6938,27
2.7023,0.6938,28
2.8283,0.7262,29
3.1770,0.8157,30
2.8864,0.7411,31
2.8864,0.7411,32
2.7701,0.7113,33
2.7023,0.6938,34
2.7023,0.6938,35
2.6442,0.6789,36
2.9445,0.7560,37
3.0026,0.7709,38
3.1770,0.8157,39
3.2932,0.8455,40
3.1770,0.8157,41
3.1770,0.8157,42
3.1770,0.8157,43
3.1188,0.8008,44
3.1188,0.8008,45
3.1188,0.8008,46
2.7701,0.7113,47
2.3149,0.5944,48
0.2615,0.0671,49
-10.0636,-2.5839,50
-1.3366,-0.3432,51

2.0262,0.5887,0
2.2279,0.6473,1
2.1703,0.6305,2
2.1703,0.6305,3
2.3623,0.6863,4
2.1703,0.6305,5
2.1703,0.6305,6
2.1703,0.6305,7
2.1703,0.6305,8
2.3623,0.6863,9
2.1703,0.6305,10
2.2279,0.6473,11
2.2951,0.6668,12
2.3623,0.6863,13
2.3623,0.6863,14
2.4295,0.7058,15
2.3623,0.6863,16
2.3623,0.6863,17
2.4295,0.7058,18
2.3623,0.6863,19
2.4295,0.7058,20
2.8617,0.8314,21
2.5544,0.7421,22
2.5544,0.7421,23
2.9193,0.8481,24
2.9769,0.8649,25
2.8041,0.8147,26
2.7464,0.7979,27
2.8617,0.8314,28
2.9193,0.8481,29
2.8617,0.8314,30
2.9193,0.8481,31
2.9193,0.8481,32
3.2074,0.9318,33
2.9193,0.8481,34
2.6792,0.7784,35
2.9193,0.8481,36
2.9193,0.8481,37
2.9769,0.8649,38
3.0921,0.8984,39
3.1498,0.9151,40
3.1498,0.9151,41
3.3226,0.9653,42
3.1498,0.9151,43
3.2074,0.9318,44
3.1498,0.9151,45
3.0921,0.8984,46
2.8041,0.8147,47
2.3623,0.6863,48
0.1729,0.0502,49
-9.9775,-2.8987,50
-1.1235,-0.3264,51

2.2730,0.7386,0
2.1494,0.6984,1
